#,Date,Rank,Price,Sales
63,12/10/2022,10,26.81,287
427,12/11/2021,43,28.53,178
62,12/11/2022,10,26.62,287
426,12/12/2021,43,28.59,178
61,12/12/2022,10,26.43,287
425,12/13/2021,43,28.65,178
60,12/13/2022,10,26.24,287
424,12/14/2021,43,28.71,178
59,12/14/2022,10,26.05,287
423,12/15/2021,43,28.77,178
58,12/15/2022,14,25.86,274
422,12/16/2021,43,28.83,178
57,12/16/2022,14,25.67,274
421,12/17/2021,43,28.89,178
56,12/17/2022,14,25.4,274
420,12/18/2021,43,28.95,178
55,12/18/2022,13,17.2,277
419,12/19/2021,43,29.01,178
54,12/19/2022,13,19.02,277
436,12/2/2021,43,27.99,178
71,12/2/2022,16,18.99,268
418,12/20/2021,43,29.07,178
53,12/20/2022,11,20.84,284
417,12/21/2021,43,29.13,178
52,12/21/2022,10,22.66,287
416,12/22/2021,43,29.19,178
51,12/22/2022,9,24.48,300
415,12/23/2021,47,29.25,165
50,12/23/2022,10,26.3,287
414,12/24/2021,55,29.31,151
49,12/24/2022,11,28.12,284
413,12/25/2021,94,29.37,116
48,12/25/2022,12,29.99,281
412,12/26/2021,77,29.43,131
47,12/26/2022,12,28.91,281
411,12/27/2021,51,29.49,154
46,12/27/2022,10,27.83,287
410,12/28/2021,22,29.55,248
45,12/28/2022,8,26.75,313
409,12/29/2021,19,29.61,258
44,12/29/2022,7,25.67,326
435,12/3/2021,43,28.05,178
70,12/3/2022,19,20.32,258
408,12/30/2021,7,29.67,326
43,12/30/2022,7,24.59,326
407,12/31/2021,5,29.99,352
42,12/31/2022,8,23.49,313
434,12/4/2021,43,28.11,178
69,12/4/2022,15,21.65,271
433,12/5/2021,43,28.17,178
68,12/5/2022,13,22.99,277
432,12/6/2021,43,28.23,178
67,12/6/2022,11,25.99,284
431,12/7/2021,43,28.29,178
66,12/7/2022,7,27.38,326
430,12/8/2021,43,28.35,178
65,12/8/2022,10,27.19,287
429,12/9/2021,43,28.41,178
64,12/9/2022,10,27,287
375,2/1/2022,21,38.99,251
10,2/1/2023,56,23.49,150
366,2/10/2022,35,40.99,205
1,2/10/2023,47,23.49,165
365,2/11/2022,50,40.66,155
364,2/12/2022,66,40.33,141
728,2/13/2021,4,26.95,392
363,2/13/2022,65,39.99,142
727,2/14/2021,6,26.95,339
362,2/14/2022,54,39.42,152
726,2/15/2021,4,26.95,392
361,2/15/2022,51,38.85,154
725,2/16/2021,3,26.95,432
360,2/16/2022,45,38.28,172
724,2/17/2021,2,26.95,471
359,2/17/2022,58,37.71,148
723,2/18/2021,3,26.95,432
358,2/18/2022,76,37.14,132
722,2/19/2021,4,26.95,392
357,2/19/2022,105,36.57,109
374,2/2/2022,21,39.15,251
9,2/2/2023,53,23.49,153
721,2/20/2021,5,26.95,352
356,2/20/2022,105,36,109
720,2/21/2021,6,26.95,339
355,2/21/2022,76,35.43,132
719,2/22/2021,4,26.95,392
354,2/22/2022,55,34.86,151
718,2/23/2021,3,26.95,432
353,2/23/2022,61,34.29,145
717,2/24/2021,4,26.95,392
352,2/24/2022,62,33.72,145
716,2/25/2021,4,26.95,392
351,2/25/2022,75,33.15,133
715,2/26/2021,4,26.95,392
350,2/26/2022,83,32.58,126
714,2/27/2021,5,26.95,352
349,2/27/2022,83,32.01,126
713,2/28/2021,6,26.95,339
348,2/28/2022,59,31.44,147
373,2/3/2022,30,39.31,221
8,2/3/2023,45,23.49,172
372,2/4/2022,33,39.47,211
7,2/4/2023,39,23.49,192
371,2/5/2022,42,39.63,182
6,2/5/2023,34,23.49,208
370,2/6/2022,44,39.79,175
5,2/6/2023,36,23.49,202
369,2/7/2022,26,39.99,235
4,2/7/2023,45,23.49,172
368,2/8/2022,40,35.99,188
3,2/8/2023,44,23.49,175
367,2/9/2022,43,38.49,178
2,2/9/2023,46,23.49,169
712,3/1/2021,5,26.95,352
347,3/1/2022,52,30.87,154
703,3/10/2021,6,26.4,339
338,3/10/2022,132,34.83,99
702,3/11/2021,5,26.29,352
337,3/11/2022,153,36.54,91
701,3/12/2021,9,26.18,300
336,3/12/2022,270,38.25,65
700,3/13/2021,10,26.07,287
335,3/14/2022,285,39.99,63
699,3/15/2021,10,25.96,287
334,3/15/2022,345,38.74,55
698,3/16/2021,4,25.85,392
333,3/16/2022,456,37.49,45
697,3/17/2021,6,25.74,339
332,3/17/2022,386,36.24,49
696,3/18/2021,7,25.63,326
331,3/18/2022,257,34.99,67
695,3/19/2021,24,25.52,241
330,3/19/2022,233,33.33,70
711,3/2/2021,6,26.95,339
346,3/2/2022,52,30.3,154
694,3/20/2021,32,25.41,215
329,3/20/2022,196,31.67,76
693,3/21/2021,46,25.3,169
328,3/21/2022,195,29.99,76
692,3/22/2021,49,25.19,159
327,3/22/2022,208,29.49,73
691,3/23/2021,32,24.95,215
326,3/23/2022,206,28.99,74
690,3/24/2021,29,24.91,225
325,3/24/2022,146,28.49,94
689,3/25/2021,25,24.87,238
324,3/25/2022,206,27.99,74
688,3/26/2021,31,24.83,218
323,3/26/2022,202,27.24,74
687,3/27/2021,27,24.79,231
322,3/27/2022,194,26.49,77
686,3/28/2021,31,24.75,218
321,3/28/2022,177,25.74,83
685,3/29/2021,26,24.71,235
320,3/29/2022,146,24.99,94
710,3/3/2021,6,26.95,339
345,3/3/2022,56,29.73,150
684,3/30/2021,22,24.67,248
319,3/30/2022,74,23.99,134
683,3/31/2021,17,24.63,264
318,3/31/2022,82,22.99,127
709,3/4/2021,9,26.95,300
344,3/4/2022,75,29.16,133
